@relation tweet_feets

@attribute proper-nouns numeric
@attribute colons-semicolons numeric
@attribute 3person numeric
@attribute commas numeric
@attribute coord_conj numeric
@attribute slang numeric
@attribute uppercase numeric
@attribute average-len-sent numeric
@attribute 2person numeric
@attribute number-sentences numeric
@attribute wh-words numeric
@attribute paranthesis numeric
@attribute past-tense numeric
@attribute ellipses numeric
@attribute common-nouns numeric
@attribute adverbs numeric
@attribute future-tense numeric
@attribute average-len-tokens numeric
@attribute 1person numeric
@attribute dashes numeric
@attribute class {Popstarts, News}

@data
0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,9,4,1,News
0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,9,4,1,News
0,0,1,0,1,0,0,1,1,0,0,5,3,1,0,0,2,20,4,1,News
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,News
0,0,0,0,1,0,0,2,0,0,0,6,0,1,0,0,1,15,5,1,News
0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,7,5,1,News
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,5,1,News
0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,9,4,1,News
0,0,0,0,0,0,1,1,0,0,0,4,0,1,0,0,0,10,4,1,News
0,0,1,0,1,0,0,1,0,0,0,5,1,0,0,0,1,18,4,1,News
0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,9,4,1,News
0,0,0,0,1,0,0,0,1,0,0,3,2,0,0,0,0,12,4,1,News
0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,1,10,4,1,News
0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,1,9,4,1,News
0,0,0,0,1,0,1,0,0,0,0,3,2,0,0,0,0,10,4,1,News
0,0,0,0,0,0,0,1,2,0,0,12,1,0,0,0,2,21,4,1,News
0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,7,5,1,News
0,0,0,0,1,0,1,1,0,0,0,2,2,0,0,0,1,10,4,1,News
0,0,0,0,1,0,0,1,0,0,0,3,2,0,0,0,1,10,5,1,News
0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,10,4,1,News
0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,11,3,1,News
0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,8,5,1,News
0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,12,3,1,News
0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,9,4,1,News
0,0,0,0,0,0,2,0,4,0,0,8,4,0,0,0,1,24,3,1,News
0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,8,5,1,News
0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,8,5,1,News
0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,10,3,1,News
0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,1,12,5,1,News
0,0,0,0,0,0,1,1,1,0,0,7,1,0,0,0,2,17,4,1,News
0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,7,5,1,News
0,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,8,5,1,News
0,0,0,0,0,0,0,1,1,0,0,2,2,1,0,0,2,10,4,1,News
0,0,0,0,1,0,0,1,0,0,0,5,4,0,0,0,2,13,5,1,News
0,0,1,1,0,0,0,0,0,0,0,5,2,2,0,0,0,18,5,1,News
0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,8,5,1,News
0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,10,3,1,News
0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,8,5,1,News
0,0,0,0,0,0,2,1,0,0,0,4,1,0,0,0,0,13,5,1,News
0,0,0,0,0,0,1,1,1,0,0,6,2,0,0,0,0,12,4,1,News
0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,2,11,4,1,News
0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,12,4,1,News
0,0,1,0,1,0,1,0,0,0,0,4,1,1,0,0,0,16,4,1,News
0,0,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,9,4,1,News
0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,11,4,1,News
0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,8,5,1,News
0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,9,4,1,News
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,4,1,News
0,0,0,1,0,0,1,0,0,0,0,5,1,0,0,0,1,13,5,1,News
0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,7,6,1,News
0,0,0,0,1,0,0,1,0,0,0,3,1,0,0,0,0,11,3,1,News
0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,7,4,1,News
0,0,0,0,0,0,1,3,0,0,0,5,1,1,0,0,1,20,4,1,News
0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,4,1,News
0,0,0,0,1,0,0,0,1,0,0,2,1,0,0,0,0,10,5,1,News
0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,7,6,1,News
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,6,1,News
0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,8,4,1,News
0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,10,4,1,News
0,0,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,9,4,1,News
0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,1,10,3,1,News
0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,10,4,1,News
0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,8,5,1,News
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,News
0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,4,3,3,News
0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,3,4,3,News
0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,9,4,1,News
0,0,0,2,2,0,0,1,1,0,0,8,4,0,0,0,2,22,4,1,News
0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,1,5,4,3,News
0,0,0,0,1,0,0,0,1,0,0,5,1,0,0,0,0,10,4,1,News
0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,10,4,1,News
0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,9,5,1,News
0,0,0,0,0,0,1,0,0,0,0,5,1,1,0,0,0,10,5,1,News
0,0,2,0,1,0,0,0,1,0,0,6,3,0,0,0,17,18,4,1,News
0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,9,4,1,News
0,0,0,1,1,0,0,1,0,0,0,6,1,1,0,0,0,16,4,1,News
0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,7,5,1,News
0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,7,5,1,News
0,0,0,0,1,0,1,0,0,0,0,4,1,0,0,0,0,9,4,1,News
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,5,1,News
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,6,1,News
0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,7,6,1,News
0,0,0,0,1,0,0,0,0,0,0,8,0,1,0,0,0,16,5,1,News
0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,8,3,1,News
0,1,0,0,1,0,0,0,0,0,0,3,3,0,0,1,0,2,3,5,News
0,0,0,0,0,0,0,1,2,0,0,6,1,0,0,0,2,15,5,1,News
0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,8,6,1,News
0,0,0,0,1,0,0,1,0,0,0,4,1,1,0,0,0,11,3,1,News
0,0,0,1,1,0,1,1,0,0,0,8,3,0,0,0,3,8,3,3,News
0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,9,4,1,News
1,0,1,0,0,0,0,1,0,0,0,11,0,0,0,0,0,7,4,3,News
0,0,0,0,0,0,0,1,0,0,0,2,4,0,0,0,0,10,4,1,News
0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,8,5,1,News
0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,12,3,1,News
0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,9,6,1,News
0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,7,6,1,News
0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,7,1,News
0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,10,4,1,News
0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,1,15,5,1,News
0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,9,4,1,News
0,0,0,0,0,0,0,1,1,0,0,5,3,0,0,0,2,14,4,1,News
0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,6,7,1,News
0,0,0,0,1,0,0,1,1,0,0,5,4,0,0,0,3,19,5,1,News
0,0,0,0,0,0,0,1,0,0,0,6,2,0,0,0,2,16,4,1,News
0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,10,4,1,News
0,0,0,0,2,0,0,1,0,0,0,1,3,0,0,0,0,11,5,1,News
0,0,0,0,0,0,4,0,0,0,0,11,4,0,0,0,1,24,4,1,News
0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,5,6,1,News
0,0,0,0,0,0,1,1,0,0,0,4,5,0,0,0,1,19,3,1,News
0,0,0,0,1,0,0,1,0,0,0,2,4,0,0,0,3,12,4,1,News
0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,12,4,1,News
0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,8,4,1,News
0,0,0,0,0,0,0,1,0,0,0,2,7,0,0,0,1,11,4,1,News
0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,8,5,1,News
0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,13,4,1,News
0,0,2,0,0,0,1,0,0,0,0,2,2,0,1,0,0,14,3,1,News
0,0,0,0,0,0,1,1,1,0,0,0,8,0,0,0,1,13,4,1,News
0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,9,3,1,News
0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,7,4,1,News
0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,6,4,1,News
0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,6,5,1,News
0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,0,0,9,4,1,News
0,0,2,0,1,0,2,1,0,0,0,6,0,2,0,0,0,26,4,1,News
0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,6,6,1,News
0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,10,4,1,News
0,0,0,0,1,0,1,0,0,0,0,2,3,1,0,0,0,11,3,1,News
0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,11,4,1,News
0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,5,1,News
0,0,0,1,1,0,1,0,0,0,0,0,5,1,0,0,0,12,4,1,News
0,0,0,1,0,0,1,0,0,0,0,3,2,0,0,0,0,10,5,1,News
0,0,0,1,0,0,1,1,1,0,0,1,5,0,0,0,0,13,3,1,News
0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,12,4,1,News
0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,9,3,1,News
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,4,3,News
0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,10,5,1,News
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,News
0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,0,0,7,5,1,News
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,3,1,News
0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,9,5,1,News
0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,7,6,1,News
0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,10,4,1,News
0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,0,1,5,4,3,News
0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,10,4,1,News
0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,7,5,1,News
0,0,0,1,0,0,0,1,0,0,0,4,3,0,0,0,0,15,4,1,News
0,0,0,0,0,0,0,1,0,0,0,5,2,0,0,0,0,13,4,1,News
0,0,0,0,0,0,2,0,1,0,0,5,4,0,0,0,0,2,2,7,News
0,0,0,1,0,0,1,2,0,0,0,8,1,1,0,0,1,15,4,1,News
0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,6,8,1,News
0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,2,3,5,News
0,1,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,2,4,5,News
0,0,1,0,0,1,0,1,0,0,0,3,3,1,0,0,3,13,4,1,News
0,0,0,1,0,0,0,0,0,0,0,4,3,0,0,0,0,10,5,1,News
0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,9,5,1,News
0,0,0,0,0,0,1,0,2,0,0,4,3,1,0,0,0,15,3,1,News
0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,4,1,News
0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,10,4,1,News
0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,10,3,1,News
0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,0,8,4,1,News
0,0,0,0,0,0,2,1,0,0,0,1,6,0,0,0,0,12,4,1,News
0,0,0,0,0,0,2,0,0,0,0,1,4,0,0,0,0,10,4,1,News
0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,6,6,1,News
0,0,0,0,0,0,1,0,0,0,0,1,4,1,0,0,1,9,4,1,News
0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,12,3,1,News
0,0,1,1,0,0,1,0,0,0,0,5,1,2,0,0,0,8,3,3,News
0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,7,5,1,News
0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,10,4,1,News
0,1,1,1,0,0,1,0,0,0,0,6,2,0,0,1,0,3,3,5,News
1,0,0,1,0,0,1,1,0,0,0,7,1,0,0,0,0,16,5,1,News
1,2,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,2,3,7,News
0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,1,10,4,1,News
0,0,0,0,0,0,2,1,1,0,0,5,4,0,0,0,3,17,3,1,News
0,0,0,0,0,0,1,1,0,0,0,6,2,0,0,0,4,20,3,1,News
0,0,0,0,1,0,0,0,0,0,0,5,1,0,0,0,0,9,5,1,News
0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,1,10,4,1,News
0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,2,4,3,News
0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,10,3,1,News
0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,7,4,1,News
0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,7,5,1,News
1,0,0,0,1,0,1,0,1,0,0,5,1,1,0,0,0,4,3,3,News
0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,9,5,1,News
0,0,0,0,0,0,1,1,0,0,0,2,5,0,0,0,0,13,4,1,News
0,0,0,1,0,0,1,0,0,0,0,1,5,0,0,0,0,11,4,1,News
0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,5,3,1,News
0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,7,6,1,News
0,1,0,0,0,0,1,0,0,0,0,4,3,0,0,1,0,2,2,5,News
0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,7,7,1,News
0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,4,1,News
0,0,0,0,0,0,0,1,0,0,0,3,3,0,0,0,0,10,5,1,News
0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,2,3,7,News
0,0,1,0,1,0,0,0,0,0,0,1,3,0,0,0,1,7,5,1,News
0,0,0,0,1,0,1,0,0,0,0,1,4,0,0,0,0,11,4,1,News
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,4,1,News
0,0,0,0,1,0,0,1,0,0,0,3,4,0,0,0,0,10,6,1,News
0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,8,4,1,News
0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,7,7,1,News
0,0,0,1,0,0,2,1,0,0,0,6,1,0,0,0,0,15,3,1,News
0,0,0,0,0,0,1,1,0,0,0,4,6,0,0,0,0,14,5,1,News
0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,8,4,1,News
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,5,1,News
0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,1,8,5,1,News
0,0,0,0,0,0,0,1,1,0,0,2,6,0,0,0,0,12,4,1,News
0,0,0,1,1,0,1,0,0,0,0,1,5,0,0,0,0,11,4,1,News
0,0,0,0,0,0,1,0,0,0,0,1,3,1,0,0,0,11,4,1,News
0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,6,6,1,News
0,0,0,0,0,0,1,1,0,0,0,5,1,0,0,0,1,12,6,1,News
0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,10,6,1,News
0,0,0,0,0,0,2,0,1,0,0,3,4,0,0,0,0,12,3,1,News
0,0,1,0,1,0,1,1,0,0,0,2,0,0,0,0,0,10,4,1,News
0,0,1,0,0,0,2,1,0,0,0,6,2,0,0,0,0,6,4,3,News
0,0,0,0,0,0,2,0,0,0,0,3,2,0,0,0,0,12,4,1,News
0,0,0,0,0,0,1,0,0,1,0,2,3,0,0,0,0,11,4,1,News
0,0,0,0,3,0,1,0,0,0,0,3,1,1,0,0,0,18,4,1,News
1,1,0,0,0,1,0,0,0,0,0,6,0,2,1,1,0,7,4,3,News
0,0,0,0,0,0,0,0,2,0,0,1,6,0,0,0,0,12,4,1,News
0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,6,4,1,News
0,0,0,0,0,0,2,1,0,0,0,3,5,0,0,0,0,17,4,1,News
0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,9,5,1,News
0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,9,4,1,News
0,0,0,0,0,0,0,1,1,0,0,2,4,0,0,0,1,12,3,1,News
0,0,0,1,0,0,0,1,0,0,0,2,4,0,0,0,0,11,4,1,News
0,0,1,0,0,0,1,0,0,0,0,1,5,0,0,0,0,12,4,1,News
0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,4,3,News
1,1,0,1,2,0,1,1,0,0,0,6,0,3,1,1,0,4,3,5,News
0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,11,5,1,News
0,0,0,0,0,0,1,2,0,0,0,3,5,2,0,0,1,17,4,1,News
0,0,1,0,2,0,1,0,0,0,0,4,1,0,1,0,0,14,4,1,News
0,0,0,0,0,0,1,1,0,0,0,1,7,1,0,0,0,16,4,1,News
0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,6,6,1,News
0,0,0,1,0,0,1,0,0,0,0,1,6,0,0,0,0,12,4,1,News
0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,10,5,1,News
0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,9,5,1,News
0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,6,7,1,News
0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,7,3,1,News
0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,8,5,1,News
0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0,8,6,1,News
0,0,1,0,1,0,0,2,0,0,0,1,4,0,0,0,0,13,4,1,News
0,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,7,5,1,News
0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,7,5,1,News
0,0,1,0,0,0,0,1,0,0,0,1,2,0,0,0,0,9,5,1,News
0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,6,5,1,News
0,0,0,0,0,0,1,1,2,0,0,2,2,2,0,0,0,17,4,1,News
0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,5,5,1,News
0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,7,5,1,News
0,0,0,0,0,0,1,1,0,0,0,8,1,0,0,0,0,12,5,1,News
0,0,0,1,0,0,0,0,0,0,0,4,2,0,0,0,0,7,5,1,News
0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,8,4,1,News
0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,10,4,1,News
0,0,0,0,1,0,0,1,0,0,0,3,1,0,0,0,1,7,5,1,News
0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,9,6,1,News
0,0,1,0,1,0,2,0,0,0,0,8,1,0,0,0,0,21,4,1,News
0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,9,5,1,News
0,0,0,0,1,0,0,0,0,0,0,2,4,0,0,0,0,9,5,1,News
0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,10,5,1,News
0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,11,4,1,News
0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,13,3,1,News
0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,5,1,News
0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,5,1,News
0,0,0,0,2,0,0,1,0,0,0,3,3,0,0,0,3,14,4,1,News
0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,6,5,1,News
0,0,0,0,0,0,0,2,0,0,0,8,1,0,0,0,0,14,3,1,News
1,0,1,1,0,0,0,2,1,0,0,7,4,0,1,0,1,9,3,3,News
0,0,0,0,0,0,0,1,0,0,0,3,4,0,0,0,0,10,6,1,News
0,0,0,1,1,0,1,0,0,0,0,3,2,1,0,0,0,13,4,1,News
0,0,0,0,1,0,0,1,0,0,0,1,6,0,0,0,0,11,5,1,News
0,0,0,1,0,0,1,0,0,0,0,3,2,0,0,0,0,11,4,1,News
0,0,0,0,0,0,1,0,0,0,0,3,4,0,0,0,0,13,5,1,News
0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,8,4,1,News
0,0,0,0,0,0,1,1,1,0,0,7,4,0,0,0,0,8,3,3,News
0,0,1,1,1,0,0,0,0,0,0,7,2,0,0,0,0,3,4,7,News
0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,12,4,1,News
0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,8,5,1,News
0,0,0,0,1,0,0,1,0,0,0,6,5,0,0,0,3,17,4,1,News
0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,8,4,1,News
0,0,0,0,3,0,1,1,0,0,0,2,3,0,0,0,0,12,2,1,News
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,5,1,News
1,1,0,1,1,0,0,0,0,2,0,3,1,2,0,0,1,6,3,3,News
0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,4,5,1,News
0,0,0,0,0,0,0,1,0,0,0,4,3,0,0,0,1,12,3,1,News
0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,4,1,News
0,0,0,1,0,0,0,1,0,0,0,3,4,0,0,0,0,11,4,1,News
0,0,0,0,1,0,1,0,0,0,0,4,2,0,0,0,0,10,4,1,News
0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,3,3,3,News
0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,7,6,1,News
0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,7,5,1,News
0,0,0,0,0,0,2,1,1,0,0,4,4,0,0,0,0,14,4,1,News
0,0,0,0,0,0,0,1,0,0,0,4,3,1,0,0,0,13,4,1,News
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,8,5,1,News
0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,8,5,1,News
0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,0,0,3,4,3,News
0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,6,5,1,News
0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,6,5,1,News
0,0,0,0,0,0,0,1,1,0,0,2,3,0,0,0,0,13,4,1,News
0,0,0,0,0,0,2,1,0,0,0,9,1,0,0,0,1,7,3,3,News
0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,9,3,1,News
0,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,11,4,1,News
0,0,0,0,0,0,1,1,0,0,0,0,7,1,0,0,0,14,4,1,News
0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,12,5,1,News
0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,7,7,1,News
0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,14,3,1,News
0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,7,5,1,News
0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,6,1,News
0,0,0,0,0,0,0,0,1,0,0,3,5,0,0,0,0,10,3,1,News
1,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,1,9,4,1,News
0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,7,4,1,News
0,0,0,1,1,0,0,1,0,0,0,1,2,0,0,0,0,10,4,1,News
0,0,0,0,0,0,2,0,0,0,0,2,4,0,0,0,0,11,4,1,News
0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,8,4,1,News
0,0,1,1,0,0,0,1,0,0,0,3,3,0,0,0,0,11,5,1,News
0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,6,6,1,News
0,0,2,0,1,0,1,0,0,0,0,6,3,1,0,0,1,27,4,1,News
0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,8,5,1,News
0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,8,5,1,News
0,0,0,0,1,0,2,0,0,0,0,1,1,2,0,0,0,9,3,1,News
0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,8,4,1,News
0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,5,6,1,News
0,0,0,0,0,0,2,0,0,0,0,3,2,0,0,0,0,13,3,1,News
0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,8,4,1,News
0,1,1,1,1,1,0,1,0,0,0,8,0,1,0,0,0,4,3,5,News
0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,10,4,1,News
0,0,0,1,0,0,2,0,0,0,0,1,4,1,0,0,0,14,4,1,News
1,0,0,0,0,0,1,1,0,0,0,7,0,0,0,0,1,6,3,3,News
0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,1,11,4,1,News
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,6,1,News
0,0,0,0,0,1,1,1,0,0,0,2,5,1,0,0,3,13,4,1,News
0,0,0,0,0,0,0,1,0,0,0,3,4,0,0,0,0,15,3,1,News
